id,eng_Latn,hin_Deva,kan_Knda,tam_Taml
103,"The satellites, both of which weighed in excess of 1,000 pounds, and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.","1000 पाउंड से ज़्यादा वज़नी और करीब 17,500 मील प्रति घंटा की रफ़्तार से उड़ रहे दोनों सैटेलाइट धरती से 491 मील की ऊँचाई पर टकरा गए.","ಅಂದಾಜು ಗಂಟೆಗೆ 17,500 ಮೈಲುಗಳ ವೇಗದಲ್ಲಿ ಚಲಿಸುತಿದ್ದ, 1000 ಪೌಂಡ್‌ಗಿಂತಲೂ ಹೆಚ್ಚಿನ ತೂಕ ಹೊಂದಿದ್ದ ಎರಡೂ ಉಪಗ್ರಹಗಳು ಭೂಮಿಯ ಮೇಲ್ಮೈಗಿಂತ 491 ಮೈಲು ಎತ್ತರದಲ್ಲಿ ಪರಸ್ಪರ ಡಿಕ್ಕಿ ಹೊಡೆದಿವೆ.","செயற்கைக்கோள்கள், இவை இரண்டும் ஆயிரம் பவுண்டுகளுக்கு மேல் எடை கொண்டவை, மணிக்கு பதினேழாயிரத்து மைல் வேகத்தில் பயணிக்கும், பூமிக்கு மேலே நானூற்று தொள்ளாயிரத்து ஒன்று மைல்களில் மோதின."
104,Scientists say the explosion caused by the collision was massive.,वैज्ञानिकों का कहना है कि टकराव के कारण हुआ विस्फोट बड़े पैमाने पर हुआ था.,ಘರ್ಷಣೆಯಿಂದ ಉಂಟಾದ ಸ್ಫೋಟವು ಭಾರಿ ಪ್ರಮಾಣದಲ್ಲಿತ್ತು ಎಂಬುದಾಗಿ ವಿಜ್ಞಾನಿಗಳು ಹೇಳುತ್ತಾರೆ.,அறிவியல் வல்லுனர்கள் இந்த மோதுகையினால் ஏற்பட்ட வெடிப்பு மிகையானது எனக் கூறுகின்றனர்.
105,They are still trying to determine just how large the crash was and how the Earth will be affected.,अभी भी वे यह पता लगाने की कोशिश कर रहे हैं कि क्रैश कितना बड़ा था और धरती किस तरह से प्रभावित होगी.,ಎಷ್ಟು ದೊಡ್ಡದಾಗಿ ಹೊಡೆದಿತ್ತು ಮತ್ತು ಭೂಮಿಯ ಮೇಲೆ ಅದು ಎಷ್ಟು ಬಾಧಿಸುತ್ತದೆ ಎಂದು ಅವರು ಈಗಲೂ ಕಂಡುಹಿಡಿಯಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದಾರೆ.,மோதல் எவ்வளவு பெரியதாக இருந்தது மற்றும் அதனால் பூமி எவ்வாறு பாதிகப்படும் என்பதை இன்னமும் அவர்கள் கண்டுபிடிக்க முயற்சிக்கிறார்கள்.
106,The United States Strategic Command of the U.S. Department of Defense office is tracking the debris.,अमेरिकी रक्षा विभाग की संयुक्त राज्य सामरिक रणनीति मलबे पर नज़र रख रही है।,"ಅವಶೇಷಗಳನ್ನು, ಅಮೇರಿಕಾದ ರಕ್ಷಣಾ ಇಲಾಖೆಯ ಅಮೇರಿಕಾದ  ಸ್ಟ್ರಾಟೆಜಿಕ್ ಕಮ್ಯಾಂಡ್ ಸಂಸ್ಥೆ   ಪತ್ತೆ ಹಿಡಿದು ಅನುಸರಿಸುತ್ತಿದೆ.",யு.எஸ். பாதுகாப்புத் துறை அலுவலகத்தின் கீழ் இயங்கும் அமெரிக்காவின் போர்திறஞ்சார்ந்த ஆணையம் இடிந்த துண்டு துகள்களை கண்காணித்து வருகிறது.
107,The result of plotting analysis will be posted to a public website.,प्लॉटिंग एनालिसिस का परिणाम पब्लिक वेबसाइट पर पोस्ट करना होगा.,ಸಂಚಿನ ವಿಶ್ಲೇಷಣೆಯ ಫಲಿತಾಂಶವನ್ನು ಸಾರ್ವಜನಿಕ ವೆಬ್‌ಸೈಟ್‌ನಲ್ಲಿ ಪೋಸ್ಟ್ ಮಾಡಲಾಗುತ್ತದೆ.,வரைவு பகுப்பாய்வின் முடிவு ஒரு பொது வலைத்தளத்திற்கு வெளியிடப்படும்.
108,"A doctor who worked at Children's Hospital of Pittsburgh, Pennsylvania will be charged with aggravated murder after her mother was found dead in the trunk of her car Wednesday, authorities in Ohio say.","ओहियो में अधिकारियों का कहना है कि एक डॉक्टर जो पिट्सबर्ग, पेंसिल्वेनिया में बच्चों के अस्पताल में काम करती थी उन पर बुधवार को अपनी कार की डिक्की में अपनी माँ के मृत पाए जाने के बाद संगीन हत्या के आरोप लगेंगे.",ಪೆನ್ಸಿಲ್ವೇನಿಯಾದ ಪಿಟ್ಸ್‌ಬರ್ಗ್‌ನ ಮಕ್ಕಳ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದ ವೈದ್ಯೆಯೊಬ್ಬಳ ತಾಯಿ ಬುಧವಾರ ತನ್ನ ಕಾರಿನ ಟ್ರಂಕಿನಲ್ಲಿ ಶವವಾಗಿ ಪತ್ತೆಯಾದ ನಂತರ ಆಕೆಯ ಮೇಲೆ ಭೀಕರ ಕೊಲೆಯ ಆರೋಪ ಹೊರಿಸಲಾಗುತ್ತದೆ ಎಂದು ಓಹಿಯೋದ ಅಧಿಕಾರಿಗಳು ಹೇಳುತ್ತಾರೆ.,"பென்சில்வேனியாவின், பிட்ஸ்பர்கில் குழந்தைகள் மருத்துவமனையில் பணியாற்றி வந்த ஒரு மருத்துவர்,  புதன் கிழமையன்று அவரது தாயார் தன் காரில் வைக்கப்பட்டிருந்த பெட்டி ஒன்றில் கொலையுண்டு கிடந்ததை ஒட்டி, கொடூரமாக கொலை செய்ததற்கான வழக்கில் பதிவு செய்யப்படுவார் என ஓஹியோவின் அதிகாரிகள் கூறுகின்றனர்."
109,"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.","29 वर्षीय डॉ. मलार बालासुब्रमण्यम सिनसिनाटी के उत्तर में लगभग 15 मील की दूरी पर एक उपनगर ब्लू ऐश, ओहियो में मिले, जो एक टी-शर्ट और अंडरवियर में सड़क के किनारे बहुत अधिक नशे की हालत में जमीन पर पड़े थे।","ಓಹಿಯೋದ ಬ್ಲೂ ಆಶ್ ನಲ್ಲಿ ಸಿನ್ಸಿನಾಟಿಯಿಂದ ಉತ್ತರಕ್ಕೆ ಸುಮಾರು 15 ಮೈಲಿಗಳ ದೂರದಲ್ಲಿ, ಟಿ-ಶರ್ಟ್ ಹಾಗೂ ಬರಿಯ ಒಳ ಉಡುಪಿನಲ್ಲಿ  ರಸ್ತೆಯ  ಮೇಲೆ ಬಿದ್ದಿರುವ ಸ್ಥಿತಿಯಲ್ಲಿ ಡಾ. ಮಲರ್ ಬಾಲಸುಬ್ರಮಣ್ಯನ್, 29 ಅವರು ಅಧಿಕ ಔಷಧಿ ಸೇವನೆಯಿಂದಾದ ಪ್ರಜ್ಞಾಹೀನ  ಸ್ಥಿತಿಯಲ್ಲಿ ಕಂಡುಬಂದರು.","29 வயதான Dr. மலர் பாலசுப்ரமணியன், ஓஹியோவின் ப்ளூ ஆஷ் நகரில், சின்சினாடிக்கு வடக்கே சுமார் 15 மைல் தொலைவில் உள்ள ஒரு புறநகர் பகுதியில், ஒரு டி-ஷர்ட் மற்றும் உள்ளாடையுடன் சாலையின் அருகில் உள்ள நிலத்தில் மருந்து உட்கொண்ட மயக்க நிலையில் தரையில் கிடந்தார்."
110,She directed officers to her black Oldsmobile Intrigue which was 500 feet away.,वह अधिकारियों को अपनी काली ओल्ड्समोबाइल इंट्रीग की ओर ले गई जो 500 फीट की दूरी पर थी।,ಆಕೆ 500 ಅಡಿ ದೂರದಲ್ಲಿರುವ ತನ್ನ ಕಪ್ಪು ಓಲ್ಡ್ಸ್‌ಮೊಬೈಲ್ ಒಳಸಂಚಿಗೆ ಅಧಿಕಾರಿಗಳನ್ನು ನಿರ್ದೇಶಿಸಿದಳು.,அவர் இருந்த இடத்திலிருந்து 500 அடி தூரத்தில் இருந்த தனது கருப்பு ஓல்ட்ஸ்மொபைல் இண்ட்ரிக்கை நோக்கி அதிகாரிகளை அனுப்பினார்.
111,"There, they found the body of Saroja Balasubramanian, 53, covered with blood-stained blankets.","वहाँ, उन्हें 53 वर्षीय सरोज बालासुब्रमण्यम का शव मिला, जो खून से सने कंबलों से ढका था.",ಅಲ್ಲಿ ಅವರು 53 ವರ್ಷದ ಸರೋಜ ಬಾಲಸುಬ್ರಮಣಿಯನ್ ಅವರ ದೇಹವನ್ನು ರಕ್ತದ-ಕಲೆಯಿರುವ ಹೊದಿಕೆಗಳಿಂದ ಮುಚ್ಚಿರುವುದನ್ನು ಕಂಡರು.,அங்கே அவர்கள் 53 வயதுமிக்க சரோஜா பாலசுப்பிரமணியனின் உடல் இரத்தக் கரை படிந்த போர்வைகளால்  மூடபட்டிருப்பதை கண்டனர்.
112,Police said that the body appeared to have been there for about a day.,पुलिस ने कहा कि शव लगभग एक दिन पुराना है.,ಪೋಲಿಸರು ಹೇಳುವ ಪ್ರಕಾರ ಶವವು ಸುಮಾರು ಒಂದು ದಿನದಿಂದ ಅಲ್ಲೇ  ಇತ್ತು.,அந்த உடல் அங்கேயே ஒருநாள் முழுவதும் இருந்ததாக போலீஸ் தரப்பில் கூறப்பட்டது.
113,The first cases of the disease this season were reported in late July.,इस सीज़न में बीमारी के शुरुआती मामले जुलाई के आखिर में सामने आए थे.,ಈ ಸೀಸನ್‌ನಲ್ಲಿನ ರೋಗದ ಮೊದಲ ಪ್ರಕರಣವು ಜುಲೈ ಕೊನೆಯಲ್ಲಿ ವರದಿಯಾಯಿತು.,இந்த பருவத்தின் முதல் நோய் பற்றிய தகவல் ஜூலை இறுதியில் பதிவு செய்யப்பட்டது.
114,"The disease is carried by pigs, which then migrates to humans through mosquitos.","यह बीमारी सूअरों के कारण होती है, जो बाद में मच्छरों के माध्यम से मनुष्यों में आती है।","ಈ ರೋಗವು ಹಂದಿಗಳಿಂದ ಉತ್ಪತಿಯಾಗುತ್ತದೆ, ನಂತರ ಅದು ಸೊಳ್ಳೆಗಳ ಮೂಲಕ ಮನುಷ್ಯರಿಗೆ ವಲಸೆ ಹೋಗುತ್ತದೆ.","இந்த நோய் பன்றிகளால் கொண்டு வரப்பட்டது, பிறகு அது கொசுக்கள் மூலம் மனிதர்களுக்கு பரவுகிறது."
115,"The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.","प्रकोप ने भारत सरकार को गंभीर रूप से प्रभावित क्षेत्रों में सुअर पकड़ने वालों की तैनाती, हज़ारों मच्छरदानी वितरित करने और कीटनाशकों के छिड़काव जैसे उपाय करने के लिए मजबूर कर दिया है.","ಸಾಂಕ್ರಾಮಿಕ ರೋಗವು ತೀವ್ರವಾಗಿ ಪೀಡಿತ ಪ್ರದೇಶಗಳಲ್ಲಿ ಹಂದಿ ಹಿಡಿಯುವವರನ್ನು ನಿಯೋಜಿಸುವುದು, ಸಾವಿರಾರು ಸೊಳ್ಳೆ ಪರದೆಗಳನ್ನು ವಿತರಿಸುವುದು ಮತ್ತು ಕೀಟನಾಶಕಗಳನ್ನು ಸಿಂಪಡಿಸುವುದು ಮುಂತಾದ ಕೆಲವು ಕ್ರಮಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಲು ಭಾರತ ಸರ್ಕಾರವನ್ನು ಪ್ರೇರೇಪಿಸಿತು.","இந்த தீவிர நோய் தொற்று இந்திய அரசை தீவிரமாக பாதிக்கப்பட்ட பகுதிகளில் பன்றி பிடிபதற்கு ஆட்களை அனுப்புதல், ஆயிரக்கணக்கான கொசு வலைகளை விநியோகித்தல் மற்றும் பூச்சிக்கொல்லிகளை தெளித்தல் போன்ற பல்வேறு நடவடிக்கைகளை மேற்கொள்ளத் தூண்டியது."
116,"Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year.","सरकार ने इंसेफेलाइटिस वैक्सीन के कई मिलियन वायल का वादा किया है, जो अगले साल स्वास्थ्य एजेंसियों को तैयार करने में मदद करेगी.",ಮುಂದಿನ ವರ್ಷ ಆರೋಗ್ಯ ಸಂಸ್ಥೆಗಳಿಗೆ ತಯಾರಾಗಲು ಸಹಾಯ ಮಾಡುವ ಎನ್‌ಸೆಫಾಲಿಟಿಸ್ ಲಸಿಕೆಯ ಲಕ್ಷಾಂತರ ಬಾಟಲುಗಳನ್ನು ಒದಗಿಸುವುದಾಗಿಯೂ ಸರ್ಕಾರ ಭರವಸೆ ನೀಡಿದೆ.,"என்செபலிடிஸ் தடுப்பூசியின் பல மில்லியன் குப்பிகளுக்கு அரசாங்கம் உறுதியளித்துள்ளது, இது அடுத்த ஆண்டு சுகாதார அமைப்புகளை தயார்படுத்துவதற்கு உதவியாக இருக்கும்."
117,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,टीकों को इस वर्ष ऐतिहासिक रूप से सबसे अधिक प्रभावित क्षेत्रों में पहुँचाने में धन की कमी और अन्य बीमारियों के सापेक्ष कम प्राथमिकता के कारण देरी हुई।,ಐತಿಹಾಸಿಕವಾಗಿ ಹೆಚ್ಚು ಬಾಧಿತ ಪ್ರದೇಶಗಳಿಗೆ ಲಸಿಕೆಗಳನ್ನು ತಲುಪಿಸುವ ಯೋಜನೆಯು ಈ ವರ್ಷ ಅನುದಾನದ ಕೊರತೆಯಿಂದಾಗಿ ಮತ್ತು ಇತರ ರೋಗಗಳಿಗೆ ಹೋಲಿಸಿದರೆ ಕಡಿಮೆ ಆದ್ಯತೆಯಿಂದಾಗಿ ವಿಳಂಬವಾಗಿದೆ.,இந்த ஆண்டு வரலாற்று ரீதியாக அதிகம் பாதிப்புடைய பகுதிகளுக்கு நிதி சுமை மற்றும் பிற நோய்களுக்கான முன்னுரிமை காரணமாக தடுப்பூசிகள் வழங்குவதில் தாமதம் ஏற்பட்டுள்ளது.
118,"In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.","1956 में सोलेनिया स्वीडन चले गए, जहाँ तीन साल बाद उन्होंने स्वीडिश डाक घर के लिए काम करना शुरू किया और उनके मुख्य उकेरक बन गए।","ಸ್ಲಾನಿಯಾ 1956 ರಲ್ಲಿ ಸ್ವೀಡನ್ ಗೆ ಬಂದರು, ಅಲ್ಲಿ 3 ವರ್ಷ ಕಳೆದ  ನಂತರ ಆತ ಸ್ವೇಡಿಷ್  ಪೋಸ್ಟ್ ಆಫಿಸ್ ನಲ್ಲಿ  ಕೆಲಸ ಮಾಡಲು ಶುರುಮಾಡಿದರು ಹಾಗೂ   ನಂತರ ಅದರ ಮುಖ್ಯ ಕೆತ್ತನೆಗಾರನಾದನು.","1956-ஆம் ஆண்டில் ஸ்லானியா ஸ்வீடனுக்குக் குடிபெயர்ந்து, மூன்று ஆண்டுகளுக்குப் பிறகு ஸ்வீடிஷ் தபால் அலுவலகத்தில் பணியைத் தொடங்கினார், மேலும் அவர்களின் தலைமை வேலைப்பாட்டாளராகவும் திகழ்ந்தார்."
119,"He produced over 1,000 stamps for Sweden and 28 other countries.","उन्होंने स्वीडन और 28 दूसरे देशों के लिए 1,000 से ज़्यादा स्टैम्प बनाए.","ಅವರು ಸ್ವೀಡನ್ ಮತ್ತು 28 ಇತರ ದೇಶಗಳಿಗೆ 1,000 ಕ್ಕಿಂತ ಹೆಚ್ಚು ಅಂಚೆ ಚೀಟಿಗಳನ್ನು ತಯಾರಿಸಿದರು.","ஸ்வீடன் மற்றும் 28 நாடுகளுக்கான, 1000 முத்திரைகளை அவர் தயாரித்தார்."
120,"His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.",उनका काम ऐसी गुणवत्ता और विस्तार के पहचान का है कि वह टिकट संग्रहकर्ताओं के बीच बहुत कम “घरेलू नामों” में से एक है. कुछ उनके काम को अकेले बटोरने में माहिर हैं.,"ಅವರ ಕೆಲಸವು ಮಾನ್ಯತೆ ಪಡೆದ ಗುಣಮಟ್ಟ ಮತ್ತು ವಿವರಗಳಿಂದ ಕೂಡಿದ್ದು, ಅಂಚೆಚೀಟಿಗಳನ್ನು ಸಂಗ್ರಹಿಸುವವರಲ್ಲಿ ಕೆಲವೇ ಕೆಲವು ""ಮನೆಯ ಹೆಸರುಗಳಲ್ಲಿ"" ಅವರೂ ಒಬ್ಬರು. ಕೆಲವರು ಅವರ ಕೃತಿಗಳನ್ನು ಮಾತ್ರ ಸಂಗ್ರಹಿಸುವುದರಲ್ಲಿ ಪರಿಣತಿ ಹೊಂದಿದ್ದಾರಷ್ಟೇ.","""இவரது பணி மிகவும் அங்கீகரிக்கப்பட்ட தரம் மற்றும் விவரம் கொண்டிருப்பதால், அவர் தபால்தலை சேகரிப்பவர்களிடையே மிகக் குறைந்த """"வீட்டுப் பெயர்களில்"""" ஒருவராக(1) இருக்கிறார். சிலர் அவரது படைப்புகளை மட்டுமே சேகரிப்பதில் கவனம் செலுத்துகிறார்கள்."""
121,"His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.",डेविड क्लोकर एरेनस्ट्रॉल ने 2000 में अपना 1000वाँ शानदार स्टैंप “ग्रेट डीड्स बाय स्वीडिश किंग्स” बनाया था. इसे गिनीज बुक ऑफ़ वर्ल्ड रिकॉर्ड में शामिल किया गया है.,"ಅವರ 1,000 ನೇ ಅಂಚೆ ಚೀಟಿಯು ಡೇವಿಡ್‌ ಕ್ಲೋಕರ್ ಎಹ್ರೆನ್‌ಸ್ಟರಾಹ್ಲ್‌ರಿಂದ 2000 ರಲ್ಲಿ ಅದ್ಭುತ ""ಸ್ವೀಡಿಶ್‌ ರಾಜರಿಂದ ಉತ್ತಮ ಕೆಲಸಗಳು"" ಎಂಬುದಾಗಿದ್ದು, ಇದನ್ನು ವಿಶ್ವ ದಾಖಲೆಗಳ ಗಿನ್ನೆಸ್ ಪುಸ್ತಕದಲ್ಲಿ ಪಟ್ಟಿ ಮಾಡಲಾಗಿದೆ.","""அவரது 1000ஆவது தபால் தலை 2000த்தின், டேவிட் க்ளோக்கர் எரென்ஸ்ட்ராலில் மிகச் சிறந்த, """"கிரேட் டீட்ஸ் பை ஸ்வீடிஷ் கிங்ஸ்"""" ஆகும் மற்றும் அது கின்னஸ் உலக சாதனைப் புத்தகத்திலும் பட்டியலிடப்பட்டது."""
122,"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.","वे कई देशों के बैंक नोटों को भी उकेरने में शामिल थे, हाल ही में नए कनाडाई $5 और $100 बिलों के सामने वाले हिस्से में प्रधानमंत्री के चित्र उनके हाल के कामों के कुछ उदाहरण हैं.","ಆತ ಅನೇಕ ದೇಶಗಳಿಗಾಗಿ ನೋಟುಗಳನ್ನು ರಚನೆ ಮಾಡಲು ನಿರತರಾಗಿದ್ದರು, ಆತನ ಇತ್ತೀಚಿನ ಕೆಲಸಗಳ ಉದಾಹರಣೆಗಳೆಂದರೆ ಕೆನಡಾದ $5 ಮತ್ತು $100 ಗಳ ನೋಟುಗಳ ಮೇಲಿರುವ ಪ್ರಧಾನ ಮಂತ್ರಿಯ ಭಾವಚಿತ್ರಗಳು ಸೇರಿವೆ.","அவர் பல நாடுகளுடைய ரூபாய் நோட்டுகளை பொறிக்கும் பணியிலும்  ஈடுபட்டிருந்தார், அவர் படைப்புகளின் சமீபத்திய எடுத்துக்காட்டுகள் கனடா நாட்டின் $5 மற்றும் $100 நோட்டுக்களின் முன்புறத்தில் உள்ள பிரதமரின் உருவப்படங்கள் அடங்கும்"
123,"After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.","दुर्घटना के बाद, गिब्सन को अस्पताल पहुँचाया गया लेकिन कुछ ही समय बाद उनकी मृत्यु हो गई.","ಅಪಘಾತ ಸಂಭವಿಸಿದ ಕೂಡಲೇ ಗಿಬ್ಸನ್ ಅವರನ್ನು ಆಸ್ಪತ್ರೆಗೆ ಸಾಗಿಸಲಾಯಿತಾದರೂ, ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ ಕೊನೆಯುಸಿರೆಳೆದರು.","கிப்சன் விபத்து நிகழ்ந்த பின், மருத்துவமனைக்கு அழைத்துச்செல்லப்பட்ட சிறிது நேரத்தில் இறந்தார்."
124,"The truck driver, who is aged 64, was not injured in the crash.","ट्रक चालक, जिसकी उम्र 64 साल है, दुर्घटना में घायल नहीं हुआ था.","ಈ ಅಪಘಾತದಲ್ಲಿ, 64 ವರ್ಷ ವಯಸ್ಸಿನ ಟ್ರಕ್ ಚಾಲಕನಿಗೆ ಗಾಯಗಳಾಗಿಲ್ಲ.",64 வயதுடைய லாரி டிரைவருக்கு இந்த விபத்தினால் காயம் ஏற்படவில்லை.
125,The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.,वाहन को उसी दिन तकरीबन 1200 GMT के समय पर दुर्घटनास्थल से दूर ले जाया गया.,ಅದೇ ದಿನ ಸುಮಾರು 1200 GMTಯಲ್ಲಿ ಅಪಘಾತದದ ಸನ್ನಿವೇಶದದಿಂದ ವಾಹನವನ್ನೇ ದೂರ ತೆಗೆದುಕೊಂಡು ಹೋಗಲಾಗಿತ್ತು.,விபத்து நடந்த பகுதியில் இருந்து அந்த வாகனமே அதே நாள் 1200 GMT அளவில் எடுத்து செல்லபட்டு விட்டது.
126,"A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying.""","दुर्घटना की जगह के पास गैरेज में काम कर रहे व्यक्ति ने बताया: “वहाँ सड़क पार करने का इंतज़ार कर रहे बच्चे थे, वे सब चिल्ला रहे थे और रो रहे थे.”","ಅಪಘಾತದ ಸ್ಥಳದ ಸಮೀಪವಿರುವ ಗ್ಯಾರೇಜ್‌ನಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿರುವ ವ್ಯಕ್ತಿಯೊಬ್ಬರು ಹೀಗೆ ಹೇಳಿದರು: ""ರಸ್ತೆ ದಾಟಲು ಮಕ್ಕಳು ಕಾಯುತ್ತಿದ್ದರು, ಅವರೆಲ್ಲರೂ ಕಿರುಚುತ್ತಿದ್ದರು ಮತ್ತು ಅಳುತ್ತಿದ್ದರು.""","""விபத்து நடந்த இடத்திற்கு அருகிலுள்ள ஒரு மோட்டார் வண்டி பழுது பார்க்கும் இடத்தில் பணிபுரியும் நபர் கூறியது, """"குழந்தைகள் சாலையைக் கடக்க காத்திருந்தினர் மற்றும் அனைவரும் அழுது, அலறி கூச்சலிட்டனர்""""."""
127,They all ran back from where the accident had happened.,वे सभी वहाँ से भाग गए जहाँ दुर्घटना हुई थी।,ಅಪಘಾತ ನಡೆದ ಸ್ಥಳದಿಂದ ಅವರೆಲ್ಲರೂ ವಾಪಸ್ ಓಡಿ ಬಂದರು.,விபத்து நடந்த இடத்திலிருந்து அனைவரும் ஓடிவிட்டனர்.
128,"Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.","बाली में इस एजेंडे के अन्य विषयों में दुनिया के बचे हुए जंगलों को बचाने, और ऐसी तकनीकों का आदान प्रदान करना का विषय शामिल है जिससे कि विकासशील देशों को कम प्रदूषणकारी तरीकों से आगे बढ़ने में मदद मिले।","ಬಾಲಿಯ ಕಾರ್ಯಸೂಚಿಯಲ್ಲಿರುವ ಇತರ ವಿಷಯಗಳೆಂದರೆ, ವಿಶ್ವದ ಉಳಿದ ಕಾಡಿನ ಸಂಪತ್ತನ್ನು ಉಳಿಸುವುದು ಮತ್ತು ಅಭಿವೃದ್ಧಿಶೀಲ ರಾಷ್ಟ್ರಗಳು ಕಡಿಮೆ ಮಾಲಿನ್ಯಕಾರಕ ರೀತಿಯಲ್ಲಿ ಬೆಳೆಯಲು ಸಹಾಯ ಮಾಡುವ ತಂತ್ರಜ್ಞಾನಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುವುದು.","பலி நிகழ்ச்சி நிரலில் உள்ள பிற தலைப்புகளில், உலகில் மீதமிருக்கும் காடுகளைக் காப்பாற்றுவது, வளரும் நாடுகள் மாசுபாட்டுக்கான காரணங்களைக் குறைப்பதற்கு, தொழில்நுட்பங்களைப் பகிர்வது ஆகியவையும் அடங்கும்."
129,The U.N. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.,साथ ही संयुक्त राष्ट्र संघ वैश्विक तापवृद्धि (ग्लोबल वार्मिंग) से प्रभावित देशों को इसके प्रभावों से निपटने में सहायता करने के लिए एक निधि को एकत्र करने की आशा करता है।,"ತಾಪಮಾನ ಏರಿಕೆಯ ಪ್ರಭಾವಕ್ಕೆ ಒಳಗಾಗಿರುವ ದೇಶಗಳಿಗೆ ಪರಿಣಾಮಗಳ ಜೊತೆ ನಿಭಾಯಿಸಲಿಕ್ಕಾಗಿ ಸಹಾಯ ಮಾಡಲೆಂದು, ಒಂದು ನಿಧಿಯನ್ನು ಆಖೈರು ಮಾಡುವ ಆಶಾಭಾವನೆಯನ್ನು ವಿಶ್ವಸಂಸ್ಥೆಯು ಹೊಂದಿದೆ.",உலக வெப்பமயமாதலால் பாதிக்கப்பட்ட நாடுகளுக்கு இந்த பாதிப்புகளை சமாளிக்க உதவும் வகையில் ஒரு நிதியை முடிவு செய்ய இயலும் என U.N. நம்புகிறது.
130,"The money could go toward flood-proof houses, better water management, and crop diversification.","पैसों का उपयोग बाढ़-रोधी घरों, बेहतर जल प्रबंधन और फसल विविधीकरण के लिए किया जा सकता है।","ಹಣವನ್ನು ಪ್ರವಾಹ ನಿಯಂತ್ರಣ ಮನೆಗಳು, ಸುಧಾರಿತ ನೀರಿನ ನಿರ್ವಹಣೆ ಮತ್ತು ಬೆಳೆ ವೈವಿಧ್ಯೀಕರಣಕ್ಕೆ ಬಳಸಬಹುದು.","இந்த பணம் வெள்ளத் தடுப்பு வீடுகள், சிறந்த நீர் மேலாண்மை மற்றும் வெவ்வேறு பயிர்கள் உற்பத்தி செய்தல் ஆகியவற்றிற்கு பயன்படுத்தக்கூடும்."
131,Fluke wrote that the efforts by some to drown out women from speaking out about women’s health were unsuccessful.,फ्लूक ने लिखा है कि कुछ लोगों ने महिलाओं द्वारा महिलाओं के स्वास्थ्य के बारे में बुलवाने का प्रयास किया जिसमें वे असफल रहे।,ಮಹಿಳೆಯರ ಆರೋಗ್ಯದ ಬಗ್ಗೆ ಮಾತನಾಡದಂತೆ ಮಹಿಳೆಯನ್ನು ತಡೆಯಲು ಕೆಲವರು ನಡೆಸಿದ ಷಡ್ಯಂತ್ರಗಳು ವಿಫಲವಾಗಿವೆ ಎಂದು ಫ್ಲೂಕ್ ಬರೆದಿದ್ದಾರೆ.,சிலர் பெண்களின் உடல்நலம் குறித்து பெண்கள் பேசுவதைத் தடுக்க எடுத்த முயற்சிகள் வெற்றி பெற வில்லை என்று ஃப்ளுக் எழுதினார்.
